	question	answer
1238	Co je  databázi Hague Express ?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1239	Co znamená  databázi Hague Express ?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1240	Co najdu v databázi Hague Express ?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1241	Co je databáze  Hág Express?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1242	Co znamená databáze  Hág Express?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1243	Co najdu v databáze  Hág Express?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1244	Co je  databázi Hág Express?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1245	Co znamená  databázi Hág Express?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1246	Co najdu v databázi Hág Express?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1247	Jaké průmyslové vzory mohou na území České republiky platit?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1248	Kde mohu dohledat mezinárodní průmyslové vzory?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1249	Kde najdu mezinárodní průmyslové vzory?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1250	Kde lze najít mezinárodní průmyslové vzory?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1251	Kde lze dohledat mezinárodní průmyslové vzory?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1252	Kde je možné najít mezinárodní průmyslové vzory?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1253	Kde je možné dohledat mezinárodní průmyslové vzory?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1254	Jaké průmyslové vzory mohu nalézt na stránkách Úřadu?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1255	Jaké průmyslové vzory jsou na stránkách Úřadu?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
1256	Jaké průmyslové vzory lze najít na stránkách Úřadu?	Na stránkách Úřadu naleznete rešeršní databázi průmyslových vzorů databázi průmyslových vzorů, která obsahuje zapsané české národní průmyslové vzory, a to bibliografický záznam a vyobrazení, od č. zápisu 3500, a průmyslové vzory zapsané u Úřadu Evropské unie pro duševní vlastnictví - é ú ipo. Na území Evropské unie, tedy i České republiky, mohou platit i takzvané mezinárodní průmyslové vzory zapsané u vipo - lze dohledat v databázi  hág ekspres. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze průmyslových vzorů.
